"id","printer_id","color","head","slot_serial","installed_datetime","replaced_datetime","remounted_datetime","remounted_color","remounted_head"
7041,764,0,"7","271823-03","2020-04-16 09:42:56+02","2020-09-14 13:32:27+02",NULL,NULL,NULL
7049,764,1,"4","273293-10","2020-04-16 09:17:25+02","2020-09-07 05:56:13+02",NULL,NULL,NULL
7055,764,3,"7","272011-04","2020-04-16 09:15:06+02","2020-11-23 18:49:10+01",NULL,NULL,NULL
32148,772,1,"6","272179-03","2020-05-04 17:25:29+02","2020-08-15 14:19:48+02",NULL,NULL,NULL
32147,772,2,"2","273175-05","2020-05-04 17:25:29+02","2020-10-23 23:03:08+02",NULL,NULL,NULL
32157,772,3,"0","271847-03","2020-05-04 17:25:24+02","2021-01-14 18:57:14+01",NULL,NULL,NULL
32145,772,3,"2","273510-01","2020-05-04 17:25:29+02","2020-09-04 16:06:20+02",NULL,NULL,NULL
32126,772,4,"3","273212-07","2020-08-14 18:45:02+02","2020-10-16 18:05:08+02",NULL,NULL,NULL
32149,772,4,"5","273544-02","2020-05-04 17:25:28+02","2020-10-16 16:02:34+02",NULL,NULL,NULL
32142,772,4,"6","273544-01","2020-05-04 17:25:30+02","2021-04-08 23:50:09+02",NULL,NULL,NULL
74017,773,1,"2","272667-02","2020-05-08 02:10:31+02","2020-12-01 08:26:01+01",NULL,NULL,NULL
74008,773,2,"7","272530-09","2020-05-08 02:10:32+02","2020-12-19 12:41:00+01",NULL,NULL,NULL
74029,773,4,"2","272279-04","2020-05-08 02:10:30+02","2021-04-07 08:05:27+02",NULL,NULL,NULL
16949,780,1,"3","273179-07","2020-05-15 02:12:18+02","2020-08-03 03:49:38+02",NULL,NULL,NULL
16915,780,1,"5","273097-02","2020-06-27 01:37:55+02","2021-02-05 01:50:45+01",NULL,NULL,NULL
3321,788,0,"4","274604-10","2020-05-26 10:56:55+02","2020-08-07 02:46:20+02",NULL,NULL,NULL
3320,788,0,"5","273177-03","2020-05-26 10:56:55+02","2020-07-01 22:17:43+02",NULL,NULL,NULL
3318,788,0,"7","272852-04","2020-05-26 10:56:55+02","2020-06-30 16:24:59+02",NULL,NULL,NULL
3317,788,1,"0","272661-10","2020-05-26 10:56:56+02","2020-06-30 09:12:21+02",NULL,NULL,NULL
3315,788,1,"2","272457-01","2020-05-26 10:56:56+02","2020-09-09 04:36:20+02",NULL,NULL,NULL
3311,788,1,"6","272326-06","2020-05-26 10:56:56+02","2020-06-29 15:10:20+02",NULL,NULL,NULL
3292,788,3,"2","272677-05","2020-05-26 11:13:54+02","2020-12-19 08:37:02+01",NULL,NULL,NULL
884,795,5,"1","272662-08","2020-06-04 11:46:23+02","2020-11-30 14:00:29+01",NULL,NULL,NULL
12528,800,1,"2","249502-09","2019-06-17 12:50:38+02","2020-02-04 08:50:04+01",NULL,NULL,NULL
12530,800,1,"7","249785-03","2019-05-21 05:06:09+02","2019-06-25 03:47:37+02",NULL,NULL,NULL
12533,800,3,"0","250175-08","2019-04-25 07:04:34+02","2020-07-14 10:44:26+02",NULL,NULL,NULL
12481,800,3,"1","270976-02","2020-02-06 15:37:49+01","2020-07-14 10:44:26+02",NULL,NULL,NULL
12535,800,3,"2","249501-01","2019-04-15 10:56:57+02","2020-07-14 10:44:03+02",NULL,NULL,NULL
12502,800,5,"2","271453-09","2020-02-05 16:33:27+01","2020-07-08 13:59:07+02",NULL,NULL,NULL
26298,801,1,"5","274675-05","2020-06-15 08:26:41+02","2021-03-06 04:10:06+01",NULL,NULL,NULL
26310,801,4,"2","274774-07","2020-06-15 08:26:19+02","2020-08-27 06:31:36+02",NULL,NULL,NULL
26283,801,4,"5","274604-03","2020-06-15 08:33:49+02","2020-11-09 11:18:49+01",NULL,NULL,NULL
32036,801,4,"5","277525-10","2020-11-09 11:18:49+01","2021-03-26 12:58:31+01",NULL,NULL,NULL
26282,801,4,"6","274405-07","2020-06-15 08:33:49+02","2021-03-26 12:58:31+01",NULL,NULL,NULL
21341,804,0,"2","272449-02","2020-06-17 07:07:23+02","2021-04-18 14:17:50+02",NULL,NULL,NULL
21338,804,1,"1","273404-10","2020-06-17 07:07:24+02","2020-12-17 00:08:05+01",NULL,NULL,NULL
21336,804,1,"3","274795-09","2020-06-17 07:07:24+02","2020-09-16 23:34:55+02",NULL,NULL,NULL
21328,804,2,"3","274690-07","2020-06-17 07:07:24+02","2020-10-26 11:35:27+01",NULL,NULL,NULL
21326,804,2,"5","274774-10","2020-06-17 07:07:24+02","2021-03-29 11:01:02+02",NULL,NULL,NULL
21324,804,2,"7","272450-04","2020-06-17 07:07:24+02","2020-10-05 10:20:28+02",NULL,NULL,NULL
71319,806,1,"7","274888-03","2020-06-18 10:08:35+02","2020-09-30 08:25:48+02",NULL,NULL,NULL
71317,806,2,"1","274685-08","2020-06-18 10:08:35+02","2020-12-18 13:02:42+01",NULL,NULL,NULL
71312,806,2,"6","274870-02","2020-06-18 10:08:35+02","2021-02-20 01:52:13+01",NULL,NULL,NULL
71305,806,3,"0","273191-01","2020-08-06 03:13:51+02","2020-10-12 02:06:38+02",NULL,NULL,NULL
71311,806,3,"2","273191-10","2020-06-18 10:08:35+02","2021-02-02 07:03:24+01",NULL,NULL,NULL
72700,811,2,"0","275609-02","2020-06-23 14:01:19+02","2020-09-18 13:53:39+02",NULL,NULL,NULL
72699,811,2,"1","275851-05","2020-06-23 14:01:19+02","2020-09-24 20:04:52+02",NULL,NULL,NULL
72695,811,2,"5","274964-03","2020-06-23 14:01:19+02","2020-09-17 13:03:50+02",NULL,NULL,NULL
72688,811,3,"4","272472-06","2020-06-23 14:01:20+02","2020-11-12 12:55:52+01",NULL,NULL,NULL
18393,816,1,"3","273692-04","2020-07-13 10:04:17+02","2021-04-26 15:13:29+02",NULL,NULL,NULL
18392,816,1,"4","273692-07","2020-07-13 10:04:18+02","2021-04-26 15:13:32+02",NULL,NULL,NULL
18377,816,2,"1","273701-07","2020-07-13 10:04:18+02","2021-03-31 08:55:37+02",NULL,NULL,NULL
18364,816,2,"5","273629-08","2020-07-13 10:04:38+02","2020-10-15 09:10:23+02",NULL,NULL,NULL
18361,816,4,"3","275851-07","2020-07-13 10:05:08+02","2021-03-29 15:41:27+02",NULL,NULL,NULL
14337,820,5,"8","268871-07","2020-06-10 16:07:57+02","2020-12-15 15:18:45+01",NULL,NULL,NULL
14353,820,5,"9","272470-03","2020-06-10 15:28:23+02","2020-12-15 15:18:11+01",NULL,NULL,NULL
14316,820,6,"9","272279-02","2020-06-10 16:16:35+02","2020-09-30 10:51:28+02",NULL,NULL,NULL
20239,824,3,"3","274876-04","2020-07-29 14:19:26+02","2021-03-23 13:41:29+01",NULL,NULL,NULL
20267,824,4,"5","275110-09","2020-07-29 14:19:23+02","2020-11-23 12:38:58+01",NULL,NULL,NULL
20266,824,4,"6","275541-07","2020-07-29 14:19:23+02","2020-11-18 19:51:32+01",NULL,NULL,NULL
20283,825,3,"2","272103-08","2020-03-02 13:41:43+01","2020-10-06 13:22:23+02",NULL,NULL,NULL
20282,825,3,"3","270018-02","2020-03-02 13:41:58+01","2020-10-06 13:21:53+02",NULL,NULL,NULL
20274,825,4,"5","273383-02","2020-06-09 11:48:12+02","2020-08-14 11:02:52+02",NULL,NULL,NULL
20286,825,4,"6","260864-05","2019-06-12 19:49:33+02","2019-11-27 04:02:14+01",NULL,NULL,NULL
24807,830,1,"0","260878-06","2019-05-07 05:02:04+02","2019-07-29 10:24:15+02",NULL,NULL,NULL
24811,830,1,"1","260734-01","2019-04-18 10:23:58+02","2019-07-29 10:24:15+02",NULL,NULL,NULL
24814,830,1,"2","260956-08","2019-04-04 03:14:54+02","2019-07-29 10:24:15+02",NULL,NULL,NULL
24813,830,1,"3","261321-07","2019-04-04 03:14:55+02","2019-07-29 10:24:15+02",NULL,NULL,NULL
24802,830,1,"3","262677-08","2019-07-29 10:24:15+02","2020-03-09 05:27:56+01",NULL,NULL,NULL
24806,830,1,"4","256299-07","2019-05-07 05:02:04+02","2019-07-29 10:24:15+02",NULL,NULL,NULL
24801,830,1,"4","261980-08","2019-07-29 10:24:15+02","2020-04-28 08:57:28+02",NULL,NULL,NULL
24815,830,1,"5","247184-02","2019-03-27 23:46:48+01","2019-07-29 10:24:15+02",NULL,NULL,NULL
24810,830,1,"6","262103-07","2019-04-18 10:23:58+02","2019-07-29 10:24:15+02",NULL,NULL,NULL
24809,830,1,"7","261212-08","2019-04-18 10:23:58+02","2019-07-29 10:24:16+02",NULL,NULL,NULL
24794,830,3,"1","241178-05","2019-09-20 15:09:25+02","2020-07-30 06:43:39+02",NULL,NULL,NULL
24792,830,3,"2","246503-06","2019-10-28 23:46:36+01","2020-07-30 06:43:44+02",NULL,NULL,NULL
24789,830,3,"3","245291-06","2019-11-30 19:29:06+01","2020-07-30 06:43:55+02",NULL,NULL,NULL
24871,831,0,"0","261367-03","2020-01-18 04:47:29+01","2020-11-04 11:04:23+01",NULL,NULL,NULL
24886,831,0,"2","261367-02","2019-05-23 00:01:33+02","2019-08-23 08:48:37+02",NULL,NULL,NULL
24883,831,0,"6","261870-03","2019-05-23 00:01:33+02","2020-01-28 15:39:01+01",NULL,NULL,NULL
24900,831,1,"5","262046-10","2019-05-22 23:59:37+02","2020-01-20 09:12:35+01",NULL,NULL,NULL
24897,831,2,"5","261212-09","2019-05-22 23:59:39+02","2020-09-18 00:13:41+02",NULL,NULL,NULL
24902,831,3,"7","261319-04","2019-05-22 23:59:33+02","2019-12-30 19:44:37+01",NULL,NULL,NULL
24899,831,4,"1","261316-06","2019-05-22 23:59:39+02","2020-06-25 01:20:05+02",NULL,NULL,NULL
24901,831,4,"4","262106-03","2019-05-22 23:59:37+02","2020-06-24 18:43:58+02",NULL,NULL,NULL
24907,831,4,"7","261208-10","2019-05-22 23:50:47+02","2020-06-04 15:52:57+02",NULL,NULL,NULL
24999,832,4,"5","272012-08","2020-07-27 07:24:18+02","2021-01-14 15:46:46+01",NULL,NULL,NULL
24963,832,7,"11","274794-05","2020-07-27 07:31:05+02","2020-10-09 09:31:08+02",NULL,NULL,NULL
39605,833,0,"1","280497-04","2021-01-28 13:09:23+01","2021-03-04 07:00:10+01",NULL,NULL,NULL
25049,833,0,"6","212411-07","2019-02-20 05:18:33+01","2019-08-21 11:50:05+02",NULL,NULL,NULL
25055,833,1,"5","247964-03","2019-02-13 16:53:52+01","2021-04-22 12:58:42+02",NULL,NULL,NULL
25037,833,3,"0","246413-07","2019-04-02 09:52:38+02","2019-11-06 16:57:05+01",NULL,NULL,NULL
25023,833,3,"0","263022-02","2019-11-06 16:57:05+01","2020-01-14 18:28:01+01",NULL,NULL,NULL
25021,833,3,"0","269721-07","2020-01-14 18:28:01+01","2020-07-27 15:50:12+02",NULL,NULL,NULL
25005,833,3,"0","272102-06","2020-08-20 11:44:37+02","2021-03-22 17:11:28+01",NULL,NULL,NULL
25036,833,3,"1","250176-08","2019-04-02 09:52:38+02","2020-01-14 18:28:01+01",NULL,NULL,NULL
39604,833,3,"1","276554-07","2021-01-28 13:09:24+01","2021-03-22 17:11:29+01",NULL,NULL,NULL
25039,833,3,"2","249595-09","2019-03-28 07:37:52+01","2020-01-14 18:28:02+01",NULL,NULL,NULL
25019,833,3,"2","270611-08","2020-01-14 18:28:02+01","2021-01-28 13:09:24+01",NULL,NULL,NULL
39603,833,3,"2","277754-04","2021-01-28 13:09:24+01","2021-03-22 17:11:29+01",NULL,NULL,NULL
25035,833,3,"3","250024-05","2019-04-02 09:52:38+02","2020-07-27 15:50:12+02",NULL,NULL,NULL
25014,833,3,"3","274911-04","2020-07-27 15:50:12+02","2021-03-23 09:53:52+01",NULL,NULL,NULL
25044,833,3,"4","253466-09","2019-03-13 16:21:22+01","2020-07-27 15:50:12+02",NULL,NULL,NULL
25034,833,3,"5","258894-08","2019-04-02 09:52:38+02","2019-08-22 12:58:34+02",NULL,NULL,NULL
25024,833,3,"5","261846-07","2019-08-22 12:58:34+02","2020-09-09 15:02:23+02",NULL,NULL,NULL
25032,833,3,"6","258961-04","2019-04-03 22:31:11+02","2020-09-09 15:02:23+02",NULL,NULL,NULL
26445,833,3,"6","277021-07","2020-09-09 15:02:23+02","2021-03-22 17:11:31+01",NULL,NULL,NULL
25033,833,3,"7","249595-01","2019-04-02 09:52:38+02","2020-07-27 15:50:12+02",NULL,NULL,NULL
25012,833,3,"7","273212-09","2020-07-27 15:50:12+02","2021-03-22 17:11:31+01",NULL,NULL,NULL
25018,833,4,"0","272137-04","2020-05-04 15:36:02+02","2020-12-02 09:40:10+01",NULL,NULL,NULL
25028,833,4,"1","263113-01","2019-08-21 11:50:04+02","2020-05-04 15:36:02+02",NULL,NULL,NULL
25017,833,4,"1","272041-02","2020-05-04 15:36:02+02","2021-01-27 15:10:17+01",NULL,NULL,NULL
25027,833,4,"6","263625-07","2019-08-21 11:50:04+02","2021-01-27 15:18:37+01",NULL,NULL,NULL
25025,833,4,"7","263738-09","2019-08-21 15:29:23+02","2021-01-27 15:10:18+01",NULL,NULL,NULL
26448,833,5,"0","274263-05","2020-09-09 15:02:22+02","2020-12-30 15:45:42+01",NULL,NULL,NULL
25011,833,5,"1","272450-09","2020-07-29 13:41:16+02","2020-12-30 15:45:42+01",NULL,NULL,NULL
25022,833,5,"2","229719-10","2020-01-14 18:19:42+01","2020-12-30 15:45:42+01",NULL,NULL,NULL
26447,833,5,"4","274328-10","2020-09-09 15:02:22+02","2020-12-30 15:45:42+01",NULL,NULL,NULL
25010,833,5,"5","272681-08","2020-07-29 13:41:16+02","2020-12-30 15:45:42+01",NULL,NULL,NULL
28960,834,4,"3","275368-07","2020-10-09 17:45:38+02","2020-11-20 18:28:46+01",NULL,NULL,NULL
26489,843,1,"2","276663-09","2020-09-07 11:50:49+02","2020-12-22 15:33:42+01",NULL,NULL,NULL
26921,848,3,"0","270956-02","2020-02-11 17:37:28+01","2020-07-15 13:20:33+02",NULL,NULL,NULL
26913,848,3,"0","272515-06","2020-07-15 13:20:33+02","2021-01-25 18:16:12+01",NULL,NULL,NULL
26920,848,3,"1","271456-03","2020-02-11 17:37:28+01","2020-09-22 13:21:33+02",NULL,NULL,NULL
26895,848,3,"1","272454-07","2020-09-22 13:21:33+02","2021-01-25 18:16:13+01",NULL,NULL,NULL
26919,848,3,"2","270699-02","2020-02-11 17:37:28+01","2020-07-15 13:20:33+02",NULL,NULL,NULL
26912,848,3,"2","273188-10","2020-07-15 13:20:33+02","2021-01-25 18:16:12+01",NULL,NULL,NULL
26918,848,3,"3","270604-03","2020-02-11 17:37:28+01","2020-07-15 13:20:33+02",NULL,NULL,NULL
26911,848,3,"3","273452-10","2020-07-15 13:20:33+02","2021-01-25 18:16:13+01",NULL,NULL,NULL
26917,848,3,"4","271842-02","2020-02-11 17:37:28+01","2020-07-15 13:20:33+02",NULL,NULL,NULL
26910,848,3,"4","273724-08","2020-07-15 13:20:33+02","2021-01-25 18:16:13+01",NULL,NULL,NULL
26916,848,3,"5","271195-02","2020-02-11 17:37:28+01","2020-07-15 13:20:33+02",NULL,NULL,NULL
26909,848,3,"5","274669-06","2020-07-15 13:20:33+02","2021-01-25 18:16:22+01",NULL,NULL,NULL
26915,848,3,"6","261619-07","2020-02-11 17:37:28+01","2020-07-15 13:20:33+02",NULL,NULL,NULL
26908,848,3,"6","274905-07","2020-07-15 13:20:33+02","2021-01-25 18:16:13+01",NULL,NULL,NULL
26914,848,3,"7","261980-01","2020-02-11 17:37:28+01","2020-07-15 13:20:33+02",NULL,NULL,NULL
26907,848,3,"7","275366-10","2020-07-15 13:20:33+02","2021-01-25 18:16:13+01",NULL,NULL,NULL
26906,848,5,"0","272940-10","2020-07-16 10:34:22+02","2021-01-27 10:43:47+01",NULL,NULL,NULL
26905,848,5,"1","274876-03","2020-07-16 10:34:23+02","2021-01-27 10:43:47+01",NULL,NULL,NULL
26924,848,7,"7","261556-06","2019-10-25 08:56:11+02","2021-01-27 10:43:47+01",NULL,NULL,NULL
27840,849,4,"1","275327-07","2020-09-23 14:54:53+02","2021-04-09 05:36:17+02",NULL,NULL,NULL
27820,849,4,"4","274886-03","2020-09-23 14:55:20+02","2021-04-12 09:29:39+02",NULL,NULL,NULL
27797,849,4,"6","275363-03","2020-09-23 14:55:44+02","2021-04-09 05:35:39+02",NULL,NULL,NULL
27838,849,4,"7","275444-07","2020-09-23 14:55:08+02","2021-04-09 05:35:51+02",NULL,NULL,NULL
29934,862,3,"0","277295-05","2020-10-15 16:06:49+02","2021-04-21 13:27:11+02",NULL,NULL,NULL
29933,862,3,"1","274286-10","2020-10-15 16:06:49+02","2021-04-21 13:19:50+02",NULL,NULL,NULL
29932,862,3,"2","276836-07","2020-10-15 16:06:49+02","2021-04-21 13:19:50+02",NULL,NULL,NULL
29931,862,3,"3","277160-07","2020-10-15 16:06:49+02","2021-04-21 13:27:11+02",NULL,NULL,NULL
29930,862,3,"4","277293-09","2020-10-15 16:06:49+02","2021-04-21 13:27:11+02",NULL,NULL,NULL
29929,862,3,"5","274080-10","2020-10-15 16:06:49+02","2021-04-21 13:19:50+02",NULL,NULL,NULL
29928,862,3,"6","277707-06","2020-10-15 16:06:49+02","2021-04-21 13:19:50+02",NULL,NULL,NULL
29961,862,4,"5","274479-08","2020-10-15 16:06:46+02","2021-04-19 06:54:23+02",NULL,NULL,NULL
32017,872,3,"6","275441-04","2020-10-30 09:39:48+01","2021-01-13 22:34:12+01",NULL,NULL,NULL
34079,885,3,"2","276817-06","2020-11-13 09:20:34+01","2021-02-22 10:43:59+01",NULL,NULL,NULL
33994,885,3,"9","274603-01","2020-11-18 14:47:47+01","2021-02-22 11:37:51+01",NULL,NULL,NULL
34048,885,7,"8","274792-02","2020-11-13 09:52:40+01","2021-02-08 17:16:19+01",NULL,NULL,NULL
36661,893,3,"10","277013-07","2020-12-03 15:16:32+01","2021-03-30 15:49:30+02",NULL,NULL,NULL
36665,893,3,"2","277153-09","2020-12-03 15:16:32+01","2021-03-30 15:49:25+02",NULL,NULL,NULL
36624,893,3,"6","275330-07","2020-12-03 15:18:33+01","2021-03-30 15:57:32+02",NULL,NULL,NULL
36663,893,3,"7","275548-08","2020-12-03 15:16:32+01","2021-03-30 15:49:25+02",NULL,NULL,NULL
37729,899,0,"10","261383-10","2019-07-16 12:43:56+02","2019-09-06 17:58:55+02",NULL,NULL,NULL
37699,899,3,"6","261946-03","2019-07-16 12:44:45+02","2019-10-24 16:40:58+02",NULL,NULL,NULL
37736,899,4,"6","261551-10","2019-07-15 14:55:30+02","2020-10-26 13:41:10+01",NULL,NULL,NULL
37733,899,4,"9","261437-01","2019-07-15 14:55:30+02","2020-10-26 13:40:05+01",NULL,NULL,NULL
37683,899,6,"6","276602-10","2020-10-29 13:46:11+01","2020-12-23 07:09:06+01",NULL,NULL,NULL
37757,900,1,"0","263543-08","2019-11-20 16:46:38+01","2020-02-05 16:31:01+01",NULL,NULL,NULL
37772,900,1,"2","256545-03","2019-01-03 17:33:37+01","2019-06-05 10:11:20+02",NULL,NULL,NULL
37760,900,1,"2","260864-08","2019-06-05 10:11:20+02","2020-10-25 16:44:59+01",NULL,NULL,NULL
37762,900,1,"3","261203-09","2019-06-04 16:05:41+02","2020-01-13 15:29:26+01",NULL,NULL,NULL
37764,900,3,"1","241037-08","2019-05-22 06:16:28+02","2020-10-25 16:44:59+01",NULL,NULL,NULL
38072,902,1,"2","261422-07","2019-05-08 08:27:19+02","2020-11-17 11:36:17+01",NULL,NULL,NULL
38073,902,1,"4","261587-08","2019-05-08 08:27:18+02","2019-09-17 23:48:12+02",NULL,NULL,NULL
38046,902,2,"3","261650-06","2020-05-08 11:10:17+02","2021-02-02 19:16:08+01",NULL,NULL,NULL
38081,902,3,"1","261450-04","2019-05-08 08:11:57+02","2021-02-02 07:53:51+01",NULL,NULL,NULL
38060,902,3,"5","261650-01","2019-09-18 11:40:47+02","2019-12-04 13:41:54+01",NULL,NULL,NULL
38053,902,4,"1","261203-04","2020-03-16 12:53:28+01","2020-04-25 06:20:33+02",NULL,NULL,NULL
38058,902,4,"6","260865-07","2019-10-03 09:27:26+02","2020-06-15 07:02:00+02",NULL,NULL,NULL
40533,913,0,"1","259011-04","2019-03-19 08:55:01+01","2020-04-28 14:05:29+02",NULL,NULL,NULL
40532,913,0,"2","245250-04","2019-03-19 08:55:01+01","2020-04-28 14:05:32+02",NULL,NULL,NULL
40531,913,0,"4","258956-08","2019-03-19 08:55:01+01","2019-12-04 06:51:48+01",NULL,NULL,NULL
40530,913,0,"6","259013-02","2019-03-19 08:55:01+01","2020-04-28 12:34:01+02",NULL,NULL,NULL
40529,913,1,"1","258956-01","2019-03-19 08:55:01+01","2020-04-28 12:27:42+02",NULL,NULL,NULL
40528,913,1,"2","259491-10","2019-03-19 08:55:01+01","2020-07-18 08:20:50+02",NULL,NULL,NULL
40535,913,1,"4","259496-09","2019-03-19 08:54:40+01","2019-08-13 10:02:45+02",NULL,NULL,NULL
40526,913,1,"5","258938-02","2019-03-19 08:55:01+01","2021-04-07 11:25:27+02",NULL,NULL,NULL
40525,913,1,"6","259297-09","2019-03-19 08:55:01+01","2020-04-28 12:27:50+02",NULL,NULL,NULL
40496,913,2,"1","259648-04","2020-07-24 06:43:43+02","2021-04-07 11:25:27+02",NULL,NULL,NULL
40521,913,3,"1","259862-02","2019-03-19 08:55:02+01","2020-11-26 12:12:23+01",NULL,NULL,NULL
40497,913,3,"3","259201-05","2020-07-22 04:30:14+02","2020-11-26 12:12:23+01",NULL,NULL,NULL
40475,913,3,"4","259644-05","2020-10-03 15:42:45+02","2020-11-26 12:12:23+01",NULL,NULL,NULL
40509,913,3,"5","258938-05","2020-01-16 05:08:34+01","2020-07-10 21:28:23+02",NULL,NULL,NULL
40499,913,3,"5","258938-04","2020-07-10 21:28:23+02","2020-11-26 12:12:23+01",NULL,NULL,NULL
40477,913,4,"1","25","2020-07-28 14:18:40+02","2021-04-07 11:34:32+02",NULL,NULL,NULL
42219,918,0,"4","280043-10","2021-02-18 15:50:59+01","2021-03-27 18:57:52+01",NULL,NULL,NULL
42230,918,4,"7","278790-07","2021-02-18 15:50:48+01","2021-03-27 19:30:57+01",NULL,NULL,NULL
42472,919,3,"0","269503-02","2020-01-23 13:01:59+01","2021-04-15 18:25:42+02",NULL,NULL,NULL
42471,919,3,"1","269751-07","2020-01-23 13:01:59+01","2021-04-15 18:27:49+02",NULL,NULL,NULL
42479,919,3,"2","261647-04","2020-01-07 07:27:12+01","2020-02-10 11:29:21+01",NULL,NULL,NULL
42470,919,3,"2","271096-01","2020-02-10 11:29:21+01","2021-04-15 18:27:49+02",NULL,NULL,NULL
42476,919,3,"3","264115-08","2020-01-07 07:28:05+01","2021-04-15 18:25:42+02",NULL,NULL,NULL
42475,919,3,"4","267494-02","2020-01-07 07:28:05+01","2021-04-15 18:25:42+02",NULL,NULL,NULL
42478,919,3,"5","270698-03","2020-01-07 07:27:12+01","2021-04-15 18:27:49+02",NULL,NULL,NULL
42477,919,3,"6","270698-06","2020-01-07 07:27:12+01","2021-04-15 18:27:49+02",NULL,NULL,NULL
42473,919,3,"7","270047-09","2020-01-23 13:01:08+01","2021-04-15 18:25:42+02",NULL,NULL,NULL
42463,919,5,"7","274957-06","2020-09-07 14:34:04+02","2021-04-26 16:50:49+02",NULL,NULL,NULL
45457,935,4,"0","281044-07","2021-03-17 16:43:26+01","2021-04-26 17:29:43+02",NULL,NULL,NULL
45483,935,4,"4","281165-03","2021-03-17 16:29:00+01","2021-04-26 13:27:41+02",NULL,NULL,NULL
47443,938,4,"1","271453-02","2020-04-27 20:29:00+02","2020-06-24 04:09:25+02",NULL,NULL,NULL
47442,938,4,"1","271453-07","2020-06-24 04:09:25+02","2020-11-23 21:11:08+01",NULL,NULL,NULL
82228,1045,0,"1","26","2019-07-11 00:33:57+02","2020-04-25 01:09:18+02",NULL,NULL,NULL
82235,1045,2,"6","262682-04","2019-07-03 00:56:45+02","2020-09-15 03:36:31+02",NULL,NULL,NULL
82226,1045,3,"1","261360-02","2020-04-05 00:00:52+02","2020-06-16 10:43:32+02",NULL,NULL,NULL
82234,1045,3,"2","261582-02","2019-07-03 00:56:45+02","2020-06-16 10:43:32+02",NULL,NULL,NULL
82233,1045,3,"3","261647-03","2019-07-03 00:56:45+02","2020-06-16 10:43:32+02",NULL,NULL,NULL
82232,1045,3,"4","261862-06","2019-07-03 00:56:45+02","2020-06-16 10:43:32+02",NULL,NULL,NULL
82225,1045,3,"5","261630-04","2020-04-24 15:34:52+02","2020-06-27 08:52:31+02",NULL,NULL,NULL
82231,1045,3,"6","261949-08","2019-07-03 00:56:45+02","2020-06-16 10:43:33+02",NULL,NULL,NULL
86816,1058,3,"0","274870-03","2020-07-02 19:16:24+02","2020-09-11 13:34:18+02",NULL,NULL,NULL
86803,1058,3,"0","276309-08","2020-09-11 13:34:18+02","2020-12-15 05:22:21+01",NULL,NULL,NULL
86835,1058,3,"1","270125-08","2020-01-18 10:31:07+01","2020-09-11 13:34:48+02",NULL,NULL,NULL
86798,1058,3,"1","276311-07","2020-09-11 13:34:48+02","2020-12-15 05:22:24+01",NULL,NULL,NULL
86884,1058,3,"2","236665-08","2019-01-10 12:01:28+01","2020-01-18 10:33:34+01",NULL,NULL,NULL
86828,1058,3,"2","270590-09","2020-01-18 10:33:34+01","2020-07-02 19:16:09+02",NULL,NULL,NULL
86819,1058,3,"2","273114-01","2020-07-02 19:16:09+02","2020-09-11 13:34:18+02",NULL,NULL,NULL
86802,1058,3,"2","273692-02","2020-09-11 13:34:18+02","2020-12-15 05:21:55+01",NULL,NULL,NULL
86827,1058,3,"3","270017-09","2020-01-18 10:33:34+01","2020-09-11 13:34:18+02",NULL,NULL,NULL
86801,1058,3,"3","276307-04","2020-09-11 13:34:18+02","2020-12-15 05:22:08+01",NULL,NULL,NULL
86834,1058,3,"4","270299-06","2020-01-18 10:31:07+01","2020-07-13 12:28:35+02",NULL,NULL,NULL
86815,1058,3,"4","273482-03","2020-07-13 12:28:35+02","2020-09-11 13:34:19+02",NULL,NULL,NULL
86800,1058,3,"4","275534-04","2020-09-11 13:34:19+02","2020-12-15 05:22:21+01",NULL,NULL,NULL
86833,1058,3,"5","270299-09","2020-01-18 10:31:07+01","2020-07-13 12:29:50+02",NULL,NULL,NULL
86814,1058,3,"5","273452-03","2020-07-13 12:29:50+02","2020-09-11 13:34:48+02",NULL,NULL,NULL
86797,1058,3,"5","273908-09","2020-09-11 13:34:48+02","2020-12-15 05:22:34+01",NULL,NULL,NULL
86841,1058,3,"6","263372-08","2019-12-26 01:46:16+01","2020-07-02 19:16:09+02",NULL,NULL,NULL
86818,1058,3,"6","273452-02","2020-07-02 19:16:09+02","2020-09-11 13:34:19+02",NULL,NULL,NULL
86799,1058,3,"6","272808-08","2020-09-11 13:34:19+02","2020-12-15 05:21:55+01",NULL,NULL,NULL
86817,1058,3,"7","275852-10","2020-07-02 19:16:22+02","2020-12-15 05:22:08+01",NULL,NULL,NULL
86883,1058,4,"1","231142-02","2019-01-10 20:10:40+01","2019-07-04 10:48:50+02",NULL,NULL,NULL
86843,1058,4,"6","270047-05","2019-11-09 08:33:28+01","2021-03-19 07:42:08+01",NULL,NULL,NULL
90782,1070,2,"7","270132-06","2019-11-15 00:05:08+01","2020-05-31 18:50:19+02",NULL,NULL,NULL
111782,1124,0,"7","271427-05","2020-02-26 14:10:10+01","2020-10-22 16:53:15+02",NULL,NULL,NULL
111757,1124,3,"0","271857-04","2020-03-13 00:20:56+01","2021-02-18 10:52:37+01",NULL,NULL,NULL
111770,1124,3,"1","270023-09","2020-03-12 09:35:47+01","2021-02-18 11:05:43+01",NULL,NULL,NULL
111764,1124,3,"2","271998-05","2020-03-12 09:36:36+01","2021-02-18 10:52:21+01",NULL,NULL,NULL
