"id","printer_id","color","head","slot_serial","installed_datetime","replaced_datetime","remounted_datetime","remounted_color","remounted_head"
111761,1124,3,"3","272042-09","2020-03-12 09:37:42+01","2021-02-18 11:05:59+01",NULL,NULL,NULL
111758,1124,3,"4","272473-06","2020-03-12 16:26:49+01","2021-02-18 10:52:34+01",NULL,NULL,NULL
111760,1124,3,"5","271998-10","2020-03-12 09:37:42+01","2021-02-18 11:05:41+01",NULL,NULL,NULL
111763,1124,3,"6","270794-07","2020-03-12 09:36:36+01","2021-02-18 10:52:19+01",NULL,NULL,NULL
111759,1124,3,"7","273178-02","2020-03-12 09:37:42+01","2021-02-18 11:05:57+01",NULL,NULL,NULL
115664,1135,0,"0","261840-03","2019-05-09 15:50:06+02","2020-12-07 18:10:07+01",NULL,NULL,NULL
115634,1135,0,"2","261870-05","2019-05-09 15:44:52+02","2019-09-05 11:10:10+02",NULL,NULL,NULL
115655,1135,0,"2","261377-04","2019-09-05 11:10:10+02","2021-01-18 16:43:22+01",NULL,NULL,NULL
115649,1135,0,"4","261316-08","2019-05-09 15:50:06+02","2020-02-24 16:42:47+01",NULL,NULL,NULL
115640,1135,1,"0","261949-07","2019-05-09 15:50:06+02","2020-12-08 11:20:18+01",NULL,NULL,NULL
115660,1135,2,"3","261320-03","2019-05-09 15:37:23+02","2020-10-12 17:56:12+02",NULL,NULL,NULL
115661,1135,2,"4","261586-04","2019-05-09 15:37:23+02","2020-06-10 18:56:36+02",NULL,NULL,NULL
115662,1135,3,"0","262391-07","2019-05-09 15:37:24+02","2020-10-12 17:56:12+02",NULL,NULL,NULL
115628,1135,3,"0","277419-03","2020-10-12 17:56:12+02","2020-12-16 12:13:44+01",NULL,NULL,NULL
115641,1135,3,"1","261992-03","2019-05-09 15:36:30+02","2020-10-12 17:56:12+02",NULL,NULL,NULL
115627,1135,3,"1","274479-04","2020-10-12 17:56:12+02","2020-12-16 12:13:44+01",NULL,NULL,NULL
115638,1135,3,"2","261594-10","2019-05-09 15:37:24+02","2020-05-19 13:34:52+02",NULL,NULL,NULL
115632,1135,3,"2","272848-04","2020-05-19 13:34:52+02","2020-12-16 12:13:44+01",NULL,NULL,NULL
115645,1135,3,"3","261378-10","2019-05-09 15:37:24+02","2020-10-12 17:56:12+02",NULL,NULL,NULL
115626,1135,3,"3","275444-08","2020-10-12 17:56:12+02","2020-12-16 11:50:01+01",NULL,NULL,NULL
115654,1135,3,"4","260782-02","2019-05-09 15:37:24+02","2020-10-12 17:56:12+02",NULL,NULL,NULL
115625,1135,3,"4","274282-05","2020-10-12 17:56:12+02","2020-12-16 11:48:42+01",NULL,NULL,NULL
115642,1135,3,"5","261450-08","2019-05-09 15:36:31+02","2020-10-12 17:56:12+02",NULL,NULL,NULL
115624,1135,3,"5","277419-02","2020-10-12 17:56:12+02","2020-12-16 11:48:42+01",NULL,NULL,NULL
115663,1135,3,"6","262046-04","2019-05-09 15:37:24+02","2020-10-12 17:56:12+02",NULL,NULL,NULL
115623,1135,3,"6","276817-03","2020-10-12 17:56:12+02","2020-12-16 11:48:42+01",NULL,NULL,NULL
115635,1135,3,"7","261427-05","2019-05-09 15:37:24+02","2019-09-05 11:10:24+02",NULL,NULL,NULL
115648,1135,3,"7","262475-04","2019-09-05 11:10:24+02","2020-10-12 17:56:12+02",NULL,NULL,NULL
115622,1135,3,"7","276549-07","2020-10-12 17:56:12+02","2020-12-16 11:48:42+01",NULL,NULL,NULL
126187,1161,2,"2","262951-05","2019-09-12 08:20:40+02","2020-12-23 00:04:14+01",NULL,NULL,NULL
126192,1161,3,"2","263468-06","2019-09-12 08:29:19+02","2020-05-28 11:24:46+02",NULL,NULL,NULL
126193,1161,4,"3","262952-06","2019-09-12 08:20:16+02","2020-09-23 10:38:10+02",NULL,NULL,NULL
149932,1235,3,"0","269503-02","2020-01-23 17:01:59+01","2021-04-15 22:25:42+02",NULL,NULL,NULL
149931,1235,3,"1","269751-07","2020-01-23 17:01:59+01","2021-04-15 22:27:49+02",NULL,NULL,NULL
149939,1235,3,"2","261647-04","2020-01-07 11:27:12+01","2020-02-10 15:29:21+01",NULL,NULL,NULL
149930,1235,3,"2","271096-01","2020-02-10 15:29:21+01","2021-04-15 22:27:49+02",NULL,NULL,NULL
149936,1235,3,"3","264115-08","2020-01-07 11:28:05+01","2021-04-15 22:25:42+02",NULL,NULL,NULL
149935,1235,3,"4","267494-02","2020-01-07 11:28:05+01","2021-04-15 22:25:42+02",NULL,NULL,NULL
149938,1235,3,"5","270698-03","2020-01-07 11:27:12+01","2021-04-15 22:27:49+02",NULL,NULL,NULL
149937,1235,3,"6","270698-06","2020-01-07 11:27:12+01","2021-04-15 22:27:49+02",NULL,NULL,NULL
149933,1235,3,"7","270047-09","2020-01-23 17:01:08+01","2021-04-15 22:25:42+02",NULL,NULL,NULL
149923,1235,5,"7","274957-06","2020-09-07 18:34:04+02","2021-04-26 20:50:49+02",NULL,NULL,NULL
